"Period","Industry","Unit","RBNZ_Series","Loans_By_Industry","CPI_All_Groups","CPI_Item","Fisher_Ideal_House_Prices","Real_Loans_By_Industry","Quarterly_PC","Annual_PC","Floating_First_Mortgage_Interest_Rate","Paid_Hours_Worked","Real_GDP","Real_Mortgages","House_Mortgage_Interest_Rate","Labour_Paid_Hours_Worked","Log_GDP","Log_Fisher_Ideal_House_Prices","Estimated_Real_Housing_Mortgages","Trend","Nominal_Estimate","Estimate"
2021-04-30,"Households - Housing","NZDm","BSZA.MAE2A4.H1",220043,1076.58810608337,"All groups",7.00951095016196,31392.0616665726,-0.776901726253343,-3.46134486659468,4.38,67.996460643968,66.9084983283178,10.3543103267672,1.47704872438835,4.21945565446808,4.20332598938517,1.94726793401397,NA,53,NA,1371.99674992519
2021-05-31,"Households - Housing","NZDm","BSZA.MAE2A4.H1",222479,1081.00996356962,"All groups",7.11079779758939,31287.4878927681,-0.333121713747941,-2.27322772514124,4.37,68.2309639253404,67.1143018753242,10.3509735487729,1.4747630091075,4.2228984783157,4.20639716396826,1.9616144453388,NA,54,NA,1368.28022995418
2021-06-30,"Households - Housing","NZDm","BSZA.MAE2A4.H1",224660,1085.67637904578,"All groups",7.19481952852542,31225.2446512781,-0.198939722176683,-1.30417200490209,4.37,68.4824631629066,67.2698922489999,10.3489821700721,1.4747630091075,4.22657770027112,4.20871277026724,1.97336125712349,NA,55,NA,1367.4065172936
2021-07-31,"Households - Housing","NZDm","BSZA.MAE2A4.H1",226966,1090.9117101208,"All groups",7.27651950208023,31191.5607365739,-0.107873981710671,-0.638699465260573,4.41,68.7786045790354,67.4014394198073,10.3479028479964,1.48387468945875,4.23089271661912,4.21066637406718,1.98465265751336,NA,56,NA,1367.42520182693
2021-08-31,"Households - Housing","NZDm","BSZA.MAE2A4.H1",228074,1096.53405560535,"All groups",7.3625080752316,30977.758892689,-0.685447726359634,-0.989945249489632,4.41,69.0966181273139,67.5193341196977,10.3410247708987,1.48387468945875,4.23550578785834,4.21241398826777,1.99640064578275,NA,57,NA,1369.20155411653
2021-09-30,"Households - Housing","NZDm","BSZA.MAE2A4.H1",230034,1102.3013313072,"All groups",7.4588466999101,30840.4247003458,-0.443331594189755,-1.23240011481104,4.41,69.4049856492622,67.6357144832473,10.3365815986702,1.48387468945875,4.23995870425898,4.21413616429474,2.00940080439691,NA,58,NA,1369.31652677088
2021-10-31,"Households - Housing","NZDm","BSZA.MAE2A4.H1",232007,1108.5544227722,"All groups",7.57707082188557,30619.6161358123,-0.715971218551326,-1.83365175469073,4.56,69.7033785149203,67.7710724003836,10.3293961327455,1.51732262352629,4.24424878882876,4.21613544313945,2.02512668986155,NA,59,NA,1361.39860988148
2021-11-30,"Households - Housing","NZDm","BSZA.MAE2A4.H1",232468,1114.8481702994,"All groups",7.69868811627755,30195.7939442288,-1.38415253053342,-2.52427863219215,4.64,69.9525525671821,67.917445606806,10.3154579202936,1.53471436623816,4.24781719175638,4.21829293244436,2.04104993983484,NA,60,NA,1353.66703591979
2021-12-31,"Households - Housing","NZDm","BSZA.MAE2A4.H1",234430,1121.55855755634,"All groups",7.81645177804837,29991.8692850342,-0.675341272931096,-2.75143881303952,4.78,70.1482329447751,68.0824961340005,10.3086816000785,1.56444054650336,4.250610616563,4.22072014831097,2.05623071476506,NA,61,NA,1342.72314616595
2022-01-31,"Households - Housing","NZDm","BSZA.MAE2A4.H1",235798,1128.43486966513,"All groups",7.91057192571956,29807.9585413227,-0.61320200472893,-2.65077651819507,4.78,70.2685866317417,68.259440529395,10.302530701983,1.56444054650336,4.25232485160695,4.22331574727437,2.06820008330222,NA,62,NA,1336.19603783248
