Series_reference,Period,Value,Unit,Series_name,Group,RBNZ_seriesID
SNEQ.SG15AD041P00AFL0471S500,2019.12,2900,NZDm,Interest payments on housing loans (including rental properties),Memo item: Household debt servicing (quarterly),HHAL.QD2.ZZH1
SNEQ.SG15AD041P00AFL0481S500,2019.12,477,NZDm,Interest payments on consumer loans,Memo item: Household debt servicing (quarterly),HHAL.QD2.ZZH2
SNEQ.SG15AD041P00ANA0000S500,2019.12,3377,NZDm,Total interest payments,Memo item: Household debt servicing (quarterly),HHAL.QD2.ZZH
SNEQ.SG15AD041P00ANA0000S500N,2019.12,7,%,Total interest payments as a percentage of household disposable income,Memo item: Household debt servicing (quarterly),HHAL.QR7.ZZH
SNEQ.SG15ALE00000AFA0000S500,2019.12,1137220,NZDm,Household financial assets,Household net financial wealth,HHAL.QA
SNEQ.SG15ALE00000AFA0000S500N,2019.12,628,%,Household financial assets,As a percentage of household disposable income,HHAL.QR1
SNEQ.SG15ALE00000AFA0586S500,2019.12,673150,NZDm,Net equity in housing,Net equity in housing,HHAL.QC2
SNEQ.SG15ALE00000AFA0586S500N,2019.12,372,%,Net equity in housing,As a percentage of household disposable income,HHAL.QR5
SNEQ.SG15ALE00000AFL0000S500,2019.12,236336,NZDm,Household financial liabilities,Household net financial wealth,HHAL.QB
SNEQ.SG15ALE00000AFL0000S500N,2019.12,131,%,Household financial liabilities,As a percentage of household disposable income,HHAL.QR2
SNEQ.SG15ALE00000AFL0461S500,2019.12,203486,NZDm,Housing loans,Net equity in housing,HHAL.QB11
SNEQ.SG15ALE00000AFL7000S500,2019.12,309906,NZDm,Household financial liabilities (including rental properties),Memo item: Household debt including rental properties,HHAL.QM21
SNEQ.SG15ALE00000AFL7000S500N,2019.12,171,%,Household financial liabilities (including rental properties) as a percentage of household disposable income,Memo item: Household debt including rental properties,HHAL.QM23
SNEQ.SG15ALE00000AN60000S500,2019.12,876636,NZDm,Housing and land value,Household net wealth,HHAL.QC6
SNEQ.SG15ALE00000AN60000S500N,2019.12,484,%,Housing and land value,As a percentage of household disposable income,HHAL.QR4
SNEQ.SG15ALE00000B900000S500,2019.12,1777520,NZDm,Household net wealth,Household net wealth,HHAL.QC3
SNEQ.SG15ALE00000B900000S500N,2019.12,981,%,Household net wealth,As a percentage of household disposable income,HHAL.QR6
SNEQ.SG15ALE00000B910000S500,2019.12,900884,NZDm,Household net financial wealth,Household net financial wealth,HHAL.QC5
SNEQ.SG15ALE00000B910000S500N,2019.12,497,%,Household net financial wealth,As a percentage of household disposable income,HHAL.QR3
DDEQ.SHA,2020.03,1846600,no,Number of households (at end of quarter),Housing stock,PDWEL.Q.H1.na
DDEQ.SKA,2020.03,1919800,no,Number of private dwellings (at end of quarter),Housing stock,PDWEL.Q.D1.na
SNEA.SG15AB01GE00ANA0000S900,2020.03,323232,NZDm,Expenditure GDP (annual),Nominal Gross Domestic Product (GDP),NATE.Y.E0Y.na
SNEA.SG15AB01GP00ANA0000S900,2020.03,323317,NZDm,Production GDP (annual),Nominal Gross Domestic Product (GDP),NATA.Y.G0.na
SNEA.SG15AB06NR00ANA0000S500,2020.03,184118,NZDm,Household disposable income (year ended),Household disposable income,HHAL.QC4rt12
SNEA.SG15AD041P00AFL0471S500,2020.03,11699,NZDm,Interest payments on housing loans (including rental properties),Memo item: Household debt servicing (year ended),HHAL.QD2.ZZH1rt12
SNEA.SG15AD041P00AFL0481S500,2020.03,1938,NZDm,Interest payments on consumer loans,Memo item: Household debt servicing (year ended),HHAL.QD2.ZZH2rt12
SNEA.SG15AD041P00ANA0000S500,2020.03,13637,NZDm,Total interest payments,Memo item: Household debt servicing (year ended),HHAL.QD2.ZZHrt12
SNEA.SG15AD041P00ANA0000S500N,2020.03,7,%,Total interest payments as a percentage of household disposable income,Memo item: Household debt servicing (year ended),HHAL.QR7.ZZHrt12
SNEQ.SG15AB01GE00ANA0000S900,2020.03,81538,NZDm,Expenditure GDP (quarterly),Nominal Gross Domestic Product (GDP),GDE.Q.EY.NA
SNEQ.SG15AB06NR00ANA0000S500,2020.03,46325,NZDm,Household disposable income (quarterly),Household disposable income,HHAL.QC4
SNEQ.SG15AD041P00AFL0471S500,2020.03,2862,NZDm,Interest payments on housing loans (including rental properties),Memo item: Household debt servicing (quarterly),HHAL.QD2.ZZH1
SNEQ.SG15AD041P00AFL0481S500,2020.03,468,NZDm,Interest payments on consumer loans,Memo item: Household debt servicing (quarterly),HHAL.QD2.ZZH2
SNEQ.SG15AD041P00ANA0000S500,2020.03,3330,NZDm,Total interest payments,Memo item: Household debt servicing (quarterly),HHAL.QD2.ZZH
SNEQ.SG15AD041P00ANA0000S500N,2020.03,7,%,Total interest payments as a percentage of household disposable income,Memo item: Household debt servicing (quarterly),HHAL.QR7.ZZH
SNEQ.SG15ALE00000AFA0000S500,2020.03,1137547,NZDm,Household financial assets,Household net financial wealth,HHAL.QA
SNEQ.SG15ALE00000AFA0000S500N,2020.03,618,%,Household financial assets,As a percentage of household disposable income,HHAL.QR1
SNEQ.SG15ALE00000AFA0586S500,2020.03,699062,NZDm,Net equity in housing,Net equity in housing,HHAL.QC2
SNEQ.SG15ALE00000AFA0586S500N,2020.03,380,%,Net equity in housing,As a percentage of household disposable income,HHAL.QR5
SNEQ.SG15ALE00000AFL0000S500,2020.03,239400,NZDm,Household financial liabilities,Household net financial wealth,HHAL.QB
SNEQ.SG15ALE00000AFL0000S500N,2020.03,130,%,Household financial liabilities,As a percentage of household disposable income,HHAL.QR2
SNEQ.SG15ALE00000AFL0461S500,2020.03,206834,NZDm,Housing loans,Net equity in housing,HHAL.QB11
SNEQ.SG15ALE00000AFL7000S500,2020.03,314319,NZDm,Household financial liabilities (including rental properties),Memo item: Household debt including rental properties,HHAL.QM21
SNEQ.SG15ALE00000AFL7000S500N,2020.03,171,%,Household financial liabilities (including rental properties) as a percentage of household disposable income,Memo item: Household debt including rental properties,HHAL.QM23
SNEQ.SG15ALE00000AN60000S500,2020.03,905896,NZDm,Housing and land value,Household net wealth,HHAL.QC6
SNEQ.SG15ALE00000AN60000S500N,2020.03,492,%,Housing and land value,As a percentage of household disposable income,HHAL.QR4
SNEQ.SG15ALE00000B900000S500,2020.03,1804043,NZDm,Household net wealth,Household net wealth,HHAL.QC3
SNEQ.SG15ALE00000B900000S500N,2020.03,980,%,Household net wealth,As a percentage of household disposable income,HHAL.QR6
SNEQ.SG15ALE00000B910000S500,2020.03,898147,NZDm,Household net financial wealth,Household net financial wealth,HHAL.QC5
SNEQ.SG15ALE00000B910000S500N,2020.03,488,%,Household net financial wealth,As a percentage of household disposable income,HHAL.QR3
DDEQ.SHA,2020.06,1854800,no,Number of households (at end of quarter),Housing stock,PDWEL.Q.H1.na
DDEQ.SKA,2020.06,1928300,no,Number of private dwellings (at end of quarter),Housing stock,PDWEL.Q.D1.na
SNEA.SG15AB06NR00ANA0000S500,2020.06,186579,NZDm,Household disposable income (year ended),Household disposable income,HHAL.QC4rt12
SNEA.SG15AD041P00AFL0471S500,2020.06,11427,NZDm,Interest payments on housing loans (including rental properties),Memo item: Household debt servicing (year ended),HHAL.QD2.ZZH1rt12
SNEA.SG15AD041P00AFL0481S500,2020.06,1846,NZDm,Interest payments on consumer loans,Memo item: Household debt servicing (year ended),HHAL.QD2.ZZH2rt12
SNEA.SG15AD041P00ANA0000S500,2020.06,13273,NZDm,Total interest payments,Memo item: Household debt servicing (year ended),HHAL.QD2.ZZHrt12
SNEA.SG15AD041P00ANA0000S500N,2020.06,7,%,Total interest payments as a percentage of household disposable income,Memo item: Household debt servicing (year ended),HHAL.QR7.ZZHrt12
SNEQ.SG15AB01GE00ANA0000S900,2020.06,73067,NZDm,Expenditure GDP (quarterly),Nominal Gross Domestic Product (GDP),GDE.Q.EY.NA
SNEQ.SG15AB06NR00ANA0000S500,2020.06,46226,NZDm,Household disposable income (quarterly),Household disposable income,HHAL.QC4
SNEQ.SG15AD041P00AFL0471S500,2020.06,2716,NZDm,Interest payments on housing loans (including rental properties),Memo item: Household debt servicing (quarterly),HHAL.QD2.ZZH1
SNEQ.SG15AD041P00AFL0481S500,2020.06,415,NZDm,Interest payments on consumer loans,Memo item: Household debt servicing (quarterly),HHAL.QD2.ZZH2
SNEQ.SG15AD041P00ANA0000S500,2020.06,3131,NZDm,Total interest payments,Memo item: Household debt servicing (quarterly),HHAL.QD2.ZZH
SNEQ.SG15AD041P00ANA0000S500N,2020.06,7,%,Total interest payments as a percentage of household disposable income,Memo item: Household debt servicing (quarterly),HHAL.QR7.ZZH
SNEQ.SG15ALE00000AFA0000S500,2020.06,1161942,NZDm,Household financial assets,Household net financial wealth,HHAL.QA
SNEQ.SG15ALE00000AFA0000S500N,2020.06,623,%,Household financial assets,As a percentage of household disposable income,HHAL.QR1
SNEQ.SG15ALE00000AFA0586S500,2020.06,696617,NZDm,Net equity in housing,Net equity in housing,HHAL.QC2
SNEQ.SG15ALE00000AFA0586S500N,2020.06,373,%,Net equity in housing,As a percentage of household disposable income,HHAL.QR5
SNEQ.SG15ALE00000AFL0000S500,2020.06,239789,NZDm,Household financial liabilities,Household net financial wealth,HHAL.QB
SNEQ.SG15ALE00000AFL0000S500N,2020.06,129,%,Household financial liabilities,As a percentage of household disposable income,HHAL.QR2
SNEQ.SG15ALE00000AFL0461S500,2020.06,208432,NZDm,Housing loans,Net equity in housing,HHAL.QB11
SNEQ.SG15ALE00000AFL7000S500,2020.06,315452,NZDm,Household financial liabilities (including rental properties),Memo item: Household debt including rental properties,HHAL.QM21
SNEQ.SG15ALE00000AFL7000S500N,2020.06,169,%,Household financial liabilities (including rental properties) as a percentage of household disposable income,Memo item: Household debt including rental properties,HHAL.QM23
SNEQ.SG15ALE00000AN60000S500,2020.06,905049,NZDm,Housing and land value,Household net wealth,HHAL.QC6
SNEQ.SG15ALE00000AN60000S500N,2020.06,485,%,Housing and land value,As a percentage of household disposable income,HHAL.QR4
SNEQ.SG15ALE00000B900000S500,2020.06,1827202,NZDm,Household net wealth,Household net wealth,HHAL.QC3
SNEQ.SG15ALE00000B900000S500N,2020.06,979,%,Household net wealth,As a percentage of household disposable income,HHAL.QR6
SNEQ.SG15ALE00000B910000S500,2020.06,922153,NZDm,Household net financial wealth,Household net financial wealth,HHAL.QC5
SNEQ.SG15ALE00000B910000S500N,2020.06,494,%,Household net financial wealth,As a percentage of household disposable income,HHAL.QR3
DDEQ.SHA,2020.09,1863700,no,Number of households (at end of quarter),Housing stock,PDWEL.Q.H1.na
DDEQ.SKA,2020.09,1937600,no,Number of private dwellings (at end of quarter),Housing stock,PDWEL.Q.D1.na
SNEA.SG15AB06NR00ANA0000S500,2020.09,189850,NZDm,Household disposable income (year ended),Household disposable income,HHAL.QC4rt12
SNEA.SG15AD041P00AFL0471S500,2020.09,11103,NZDm,Interest payments on housing loans (including rental properties),Memo item: Household debt servicing (year ended),HHAL.QD2.ZZH1rt12
SNEA.SG15AD041P00AFL0481S500,2020.09,1758,NZDm,Interest payments on consumer loans,Memo item: Household debt servicing (year ended),HHAL.QD2.ZZH2rt12
SNEA.SG15AD041P00ANA0000S500,2020.09,12861,NZDm,Total interest payments,Memo item: Household debt servicing (year ended),HHAL.QD2.ZZHrt12
SNEA.SG15AD041P00ANA0000S500N,2020.09,7,%,Total interest payments as a percentage of household disposable income,Memo item: Household debt servicing (year ended),HHAL.QR7.ZZHrt12
SNEQ.SG15AB01GE00ANA0000S900,2020.09,81071,NZDm,Expenditure GDP (quarterly),Nominal Gross Domestic Product (GDP),GDE.Q.EY.NA
SNEQ.SG15AB06NR00ANA0000S500,2020.09,49241,NZDm,Household disposable income (quarterly),Household disposable income,HHAL.QC4
SNEQ.SG15AD041P00AFL0471S500,2020.09,2625,NZDm,Interest payments on housing loans (including rental properties),Memo item: Household debt servicing (quarterly),HHAL.QD2.ZZH1
SNEQ.SG15AD041P00AFL0481S500,2020.09,398,NZDm,Interest payments on consumer loans,Memo item: Household debt servicing (quarterly),HHAL.QD2.ZZH2
SNEQ.SG15AD041P00ANA0000S500,2020.09,3023,NZDm,Total interest payments,Memo item: Household debt servicing (quarterly),HHAL.QD2.ZZH
SNEQ.SG15AD041P00ANA0000S500N,2020.09,6,%,Total interest payments as a percentage of household disposable income,Memo item: Household debt servicing (quarterly),HHAL.QR7.ZZH
SNEQ.SG15ALE00000AFA0000S500,2020.09,1189306,NZDm,Household financial assets,Household net financial wealth,HHAL.QA
SNEQ.SG15ALE00000AFA0000S500N,2020.09,626,%,Household financial assets,As a percentage of household disposable income,HHAL.QR1
SNEQ.SG15ALE00000AFA0586S500,2020.09,739381,NZDm,Net equity in housing,Net equity in housing,HHAL.QC2
SNEQ.SG15ALE00000AFA0586S500N,2020.09,390,%,Net equity in housing,As a percentage of household disposable income,HHAL.QR5
SNEQ.SG15ALE00000AFL0000S500,2020.09,243923,NZDm,Household financial liabilities,Household net financial wealth,HHAL.QB
SNEQ.SG15ALE00000AFL0000S500N,2020.09,129,%,Household financial liabilities,As a percentage of household disposable income,HHAL.QR2
SNEQ.SG15ALE00000AFL0461S500,2020.09,212858,NZDm,Housing loans,Net equity in housing,HHAL.QB11
SNEQ.SG15ALE00000AFL7000S500,2020.09,321405,NZDm,Household financial liabilities (including rental properties),Memo item: Household debt including rental properties,HHAL.QM21
SNEQ.SG15ALE00000AFL7000S500N,2020.09,169,%,Household financial liabilities (including rental properties) as a percentage of household disposable income,Memo item: Household debt including rental properties,HHAL.QM23
SNEQ.SG15ALE00000AN60000S500,2020.09,952239,NZDm,Housing and land value,Household net wealth,HHAL.QC6
SNEQ.SG15ALE00000AN60000S500N,2020.09,502,%,Housing and land value,As a percentage of household disposable income,HHAL.QR4
SNEQ.SG15ALE00000B900000S500,2020.09,1897623,NZDm,Household net wealth,Household net wealth,HHAL.QC3
SNEQ.SG15ALE00000B900000S500N,2020.09,1000,%,Household net wealth,As a percentage of household disposable income,HHAL.QR6
SNEQ.SG15ALE00000B910000S500,2020.09,945384,NZDm,Household net financial wealth,Household net financial wealth,HHAL.QC5
SNEQ.SG15ALE00000B910000S500N,2020.09,498,%,Household net financial wealth,As a percentage of household disposable income,HHAL.QR3
DDEQ.SHA,2020.12,1872200,no,Number of households (at end of quarter),Housing stock,PDWEL.Q.H1.na
DDEQ.SKA,2020.12,1946400,no,Number of private dwellings (at end of quarter),Housing stock,PDWEL.Q.D1.na
SNEA.SG15AB06NR00ANA0000S500,2020.12,193625,NZDm,Household disposable income (year ended),Household disposable income,HHAL.QC4rt12
SNEA.SG15AD041P00AFL0471S500,2020.12,10765,NZDm,Interest payments on housing loans (including rental properties),Memo item: Household debt servicing (year ended),HHAL.QD2.ZZH1rt12
SNEA.SG15AD041P00AFL0481S500,2020.12,1680,NZDm,Interest payments on consumer loans,Memo item: Household debt servicing (year ended),HHAL.QD2.ZZH2rt12
SNEA.SG15AD041P00ANA0000S500,2020.12,12445,NZDm,Total interest payments,Memo item: Household debt servicing (year ended),HHAL.QD2.ZZHrt12
SNEA.SG15AD041P00ANA0000S500N,2020.12,6,%,Total interest payments as a percentage of household disposable income,Memo item: Household debt servicing (year ended),HHAL.QR7.ZZHrt12
SNEQ.SG15AB01GE00ANA0000S900,2020.12,88116,NZDm,Expenditure GDP (quarterly),Nominal Gross Domestic Product (GDP),GDE.Q.EY.NA
SNEQ.SG15AB06NR00ANA0000S500,2020.12,51833,NZDm,Household disposable income (quarterly),Household disposable income,HHAL.QC4
SNEQ.SG15AD041P00AFL0471S500,2020.12,2562,NZDm,Interest payments on housing loans (including rental properties),Memo item: Household debt servicing (quarterly),HHAL.QD2.ZZH1
SNEQ.SG15AD041P00AFL0481S500,2020.12,398,NZDm,Interest payments on consumer loans,Memo item: Household debt servicing (quarterly),HHAL.QD2.ZZH2
SNEQ.SG15AD041P00ANA0000S500,2020.12,2960,NZDm,Total interest payments,Memo item: Household debt servicing (quarterly),HHAL.QD2.ZZH
SNEQ.SG15AD041P00ANA0000S500N,2020.12,6,%,Total interest payments as a percentage of household disposable income,Memo item: Household debt servicing (quarterly),HHAL.QR7.ZZH
SNEQ.SG15ALE00000AFA0000S500,2020.12,1233841,NZDm,Household financial assets,Household net financial wealth,HHAL.QA
SNEQ.SG15ALE00000AFA0000S500N,2020.12,637,%,Household financial assets,As a percentage of household disposable income,HHAL.QR1
SNEQ.SG15ALE00000AFA0586S500,2020.12,812828,NZDm,Net equity in housing,Net equity in housing,HHAL.QC2
SNEQ.SG15ALE00000AFA0586S500N,2020.12,420,%,Net equity in housing,As a percentage of household disposable income,HHAL.QR5
SNEQ.SG15ALE00000AFL0000S500,2020.12,250112,NZDm,Household financial liabilities,Household net financial wealth,HHAL.QB
SNEQ.SG15ALE00000AFL0000S500N,2020.12,129,%,Household financial liabilities,As a percentage of household disposable income,HHAL.QR2
SNEQ.SG15ALE00000AFL0461S500,2020.12,218956,NZDm,Housing loans,Net equity in housing,HHAL.QB11
SNEQ.SG15ALE00000AFL7000S500,2020.12,330898,NZDm,Household financial liabilities (including rental properties),Memo item: Household debt including rental properties,HHAL.QM21
SNEQ.SG15ALE00000AFL7000S500N,2020.12,171,%,Household financial liabilities (including rental properties) as a percentage of household disposable income,Memo item: Household debt including rental properties,HHAL.QM23
SNEQ.SG15ALE00000AN60000S500,2020.12,1031784,NZDm,Housing and land value,Household net wealth,HHAL.QC6
SNEQ.SG15ALE00000AN60000S500N,2020.12,533,%,Housing and land value,As a percentage of household disposable income,HHAL.QR4
SNEQ.SG15ALE00000B900000S500,2020.12,2015512,NZDm,Household net wealth,Household net wealth,HHAL.QC3
SNEQ.SG15ALE00000B900000S500N,2020.12,1041,%,Household net wealth,As a percentage of household disposable income,HHAL.QR6
